Code,System,Attendances (Type 1),Attendances (Type 2),Attendances (Type 3),Attendances (Total) ,Attendances in 4 hours or less (Type 1),Attendances in 4 hours or less (Type 2),Attendances under 4 hours (Type 3),Attendances under 4 hours (Total),Attendances over 4 hours (Type 1),Attendances over 4 hours (Type 2),Attendances over 4 hours (Type 3),Attendances over 4 hours (Total),Percentage in 4 hours or less (Total),Percentage in 4 hours or less (Type 1),Percentage in 4 hours or less (Type 2),Percentage in 4 hours or less (Type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
QJK,NHS Devon Integrated Care Board,"26,311",152,"13,595","40,058","9,167",0,"9,243","18,410","9,322",0,328,"9,650",65.60%,49.60%,-,96.60%,"7,059",0,962,"8,021","3,318","11,339","2,562",739
QVV,NHS Dorset Integrated Care Board,"18,554",0,"2,788","21,342","2,282",0,"2,784","5,066","2,058",0,4,"2,062",71.10%,52.60%,-,99.90%,"5,236",4,0,"5,240","2,320","7,560",952,70
QMF,NHS North East London Integrated Care Board,"49,479","3,113","33,595","86,187","27,879","2,846","28,134","58,859","21,600",267,"5,461","27,328",68.30%,56.30%,91.40%,83.70%,"11,218",0,0,"11,218","1,885","13,103","5,380",894
QNQ,NHS Frimley Integrated Care Board,"21,080",0,"3,658","24,738",0,0,"3,658","3,658",0,0,0,0,100.00%,-,-,100.00%,"5,009",0,0,"5,009","1,042","6,051","1,404",0
QR1,NHS Gloucestershire Integrated Care Board,"12,069",0,"5,339","17,408","7,115",0,"5,310","12,425","4,954",0,29,"4,983",71.40%,59.00%,-,99.50%,"2,651",0,0,"2,651","1,358","4,009","1,074",634
QOP,NHS Greater Manchester Integrated Care Board,"91,901","2,840","24,351","119,092","49,191","2,763","23,117","75,071","42,710",77,"1,234","44,021",63.00%,53.50%,97.30%,94.90%,"23,243",55,305,"23,603","6,214","29,817","10,037","1,463"
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,"36,354","1,972","22,763","61,089","17,344","1,284","19,304","37,932","9,403",59,418,"9,880",79.30%,64.80%,95.60%,97.90%,"10,789",10,0,"10,799","5,140","15,939","3,119",31
QE1,NHS Lancashire And South Cumbria Integrated Care Board,"34,899",0,"33,776","68,675","20,516",0,"32,826","53,342","14,383",0,950,"15,333",77.70%,58.80%,-,97.20%,"11,320",0,519,"11,839","4,660","16,499","4,654","1,103"
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,"18,361",0,"5,534","23,895","9,730",0,"5,532","15,262","8,631",0,2,"8,633",63.90%,53.00%,-,100.00%,"4,657",0,0,"4,657","1,591","6,248","1,918",509
QM7,NHS Hertfordshire And West Essex Integrated Care Board,"28,278",0,"17,366","45,644","13,415",0,"16,421","29,836","14,863",0,945,"15,808",65.40%,47.40%,-,94.60%,"7,126",0,0,"7,126","1,708","8,834","2,051",151
QOQ,NHS Humber And North Yorkshire Integrated Care Board,"37,499",362,"21,692","59,553","21,096",362,"19,756","41,214","16,403",0,"1,936","18,339",69.20%,56.30%,100.00%,91.10%,"11,704",4,0,"11,708","4,198","15,906","4,711","1,671"
QJ2,NHS Derby And Derbyshire Integrated Care Board,"19,560",0,"29,308","48,868","8,686",0,"26,791","35,477","10,874",0,"2,517","13,391",72.60%,44.40%,-,91.40%,"5,999",0,958,"6,957","2,329","9,286","1,814",262
QKS,NHS Kent And Medway Integrated Care Board,"55,950",0,"30,969","86,919","38,575",0,"29,780","68,355","17,375",0,"1,189","18,564",78.60%,68.90%,-,96.20%,"14,544",0,324,"14,868","3,898","18,766","4,076",586
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board","20,214","1,731","11,916","33,861","10,706","1,653","10,991","23,350","9,508",78,925,"10,511",69.00%,53.00%,95.50%,92.20%,"4,703",5,0,"4,708","3,000","7,708","2,365",967
QJM,NHS Lincolnshire Integrated Care Board,"11,460",0,"14,115","25,575","5,388",0,"13,207","18,595","6,072",0,908,"6,980",72.70%,47.00%,-,93.60%,"3,689",0,0,"3,689",931,"4,620","1,935",692
QH8,NHS Mid And South Essex Integrated Care Board,"30,469",0,"2,434","32,903","20,286",0,"2,131","22,417","10,183",0,303,"10,486",68.10%,66.60%,-,87.60%,"8,426",0,239,"8,665","1,214","9,879","2,224",14
QMM,NHS Norfolk And Waveney Integrated Care Board,"25,092",0,"9,754","34,846","13,438",0,"9,750","23,188","11,654",0,4,"11,658",66.50%,53.60%,-,100.00%,"5,958",0,0,"5,958","2,470","8,428","3,458","1,123"
QMJ,NHS North Central London Integrated Care Board,"54,612","6,437","12,508","73,557","33,366","6,416","10,835","50,617","21,246",21,"1,673","22,940",68.80%,61.10%,99.70%,86.60%,"7,398",10,0,"7,408","1,523","8,931","3,665",972
QRV,NHS North West London Integrated Care Board,"50,655","3,767","52,657","107,079","10,028",0,"31,876","41,904","8,239",0,"3,587","11,826",78.00%,54.90%,-,89.90%,"13,214",0,0,"13,214","3,646","16,860","3,898",331
QPM,NHS Northamptonshire Integrated Care Board,"18,801",652,"10,024","29,477","5,668",648,"9,917","16,233","3,841",4,107,"3,952",80.40%,59.60%,99.40%,98.90%,"3,627",0,0,"3,627","1,763","5,390","1,906",602
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,"25,982","1,648","10,732","38,362","6,971",0,"9,230","16,201","2,945",0,"1,324","4,269",79.10%,70.30%,-,87.50%,"6,989",0,0,"6,989","3,755","10,744","2,225",617
QKK,NHS South East London Integrated Care Board,"43,269",638,"39,400","83,307","25,530",638,"35,291","61,459","17,739",0,"4,109","21,848",73.80%,59.00%,100.00%,89.60%,"10,764",0,0,"10,764","2,598","13,362","4,965",760
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board","11,115",0,"5,209","16,324","5,274",0,"4,981","10,255","5,841",0,228,"6,069",62.80%,47.40%,-,95.60%,"2,937",0,35,"2,972","1,731","4,703","1,676",392
QSL,NHS Somerset Integrated Care Board,"12,510",0,"9,564","22,074","7,996",0,"9,318","17,314","4,514",0,246,"4,760",78.40%,63.90%,-,97.40%,"3,433",0,0,"3,433","1,506","4,939",592,44
QWE,NHS South West London Integrated Care Board,"46,736",271,"13,307","60,314","32,074",271,"13,161","45,506","14,662",0,146,"14,808",75.40%,68.60%,100.00%,98.90%,"7,676",3,200,"7,879","1,790","9,669","3,125",997
QF7,NHS South Yorkshire Integrated Care Board,"44,655",887,"12,607","58,149","23,056",887,"12,398","36,341","13,684",0,209,"13,893",72.30%,62.80%,100.00%,98.30%,"11,625",0,469,"12,094","4,403","16,497","3,687",281
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,"14,165",400,"7,988","22,553","6,251",400,"7,418","14,069","7,914",0,570,"8,484",62.40%,44.10%,100.00%,92.90%,"5,036",0,0,"5,036","2,510","7,546","1,666",555
QJG,NHS Suffolk And North East Essex Integrated Care Board,"21,894",0,"10,839","32,733","8,707",0,"10,140","18,847","6,067",0,205,"6,272",75.00%,58.90%,-,98.00%,"5,917",0,232,"6,149","2,057","8,206","1,423",90
QXU,NHS Surrey Heartlands Integrated Care Board,"27,496",0,"8,445","35,941","16,803",0,"8,154","24,957","10,693",0,291,"10,984",69.40%,61.10%,-,96.60%,"6,910",0,0,"6,910","2,360","9,270","1,718",1
QNX,NHS Sussex Integrated Care Board,"31,176","1,399","27,998","60,573","17,863","1,396","25,622","44,881","13,313",3,"2,376","15,692",74.10%,57.30%,99.80%,91.50%,"9,617",30,349,"9,996","2,666","12,662","2,298",609
QUA,NHS Black Country Integrated Care Board,"47,810","1,307","33,327","82,444","30,087","1,077","32,182","63,346","17,723",230,"1,145","19,098",76.80%,62.90%,82.40%,96.60%,"14,592",0,0,"14,592","3,487","18,079","3,634",120
QWO,NHS West Yorkshire Integrated Care Board,"68,270",282,"19,786","88,338","31,627",282,"13,453","45,362","19,242",0,67,"19,309",70.10%,62.20%,100.00%,99.50%,"14,320",0,230,"14,550","4,945","19,495","5,093",402
