Code,System,Attendances (Type 1),Attendances (Type 2),Attendances (Type 3),Attendances (Total) ,Attendances in 4 hours or less (Type 1),Attendances in 4 hours or less (Type 2),Attendances under 4 hours (Type 3),Attendances under 4 hours (Total),Attendances over 4 hours (Type 1),Attendances over 4 hours (Type 2),Attendances over 4 hours (Type 3),Attendances over 4 hours (Total),Percentage in 4 hours or less (Total),Percentage in 4 hours or less (Type 1),Percentage in 4 hours or less (Type 2),Percentage in 4 hours or less (Type 3),Emergency Admissions via Type 1 A&E,Emergency Admissions via Type 2 A&E,Emergency Admissions via Type 3 and 4 A&E,Total Emergency Admissions via A&E,Other Emergency admissions (i.e not via A&E),Total Emergency Admissions,Number of patients spending >4 hours from decision to admit to admission,Number of patients spending >12 hours from decision to admit to admission
QVV,NHS Dorset Integrated Care Board,"18,189",0,"7,008","25,197","10,273",0,"6,997","17,270","7,916",0,11,"7,927",68.50%,56.50%,-,99.80%,"5,984",1,3,"5,988","2,984","8,972","2,029",510
QMF,NHS North East London Integrated Care Board,"47,778","3,346","32,033","83,157","28,560","2,840","28,400","59,800","19,218",506,"3,633","23,357",71.90%,59.80%,84.90%,88.70%,"14,515",0,0,"14,515","1,945","16,460","3,190","1,287"
QNQ,NHS Frimley Integrated Care Board,"22,368",0,"6,901","29,269","12,192",0,"6,836","19,028","10,176",0,65,"10,241",65.00%,54.50%,-,99.10%,"6,518",0,0,"6,518",271,"6,789","2,970",312
QR1,NHS Gloucestershire Integrated Care Board,"12,220",0,"6,453","18,673","6,880",0,"6,442","13,322","5,340",0,11,"5,351",71.30%,56.30%,-,99.80%,"2,788",0,0,"2,788","1,821","4,609","1,365",974
QOP,NHS Greater Manchester Integrated Care Board,"86,095","3,662","32,197","121,954","41,683","3,544","29,736","74,963","44,412",118,"2,461","46,991",61.50%,48.40%,96.80%,92.40%,"21,984",166,744,"22,894","5,814","28,708","12,135","3,820"
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,"38,232","2,000","22,310","62,542","21,264","1,855","21,541","44,660","16,968",145,769,"17,882",71.40%,55.60%,92.80%,96.60%,"12,159",12,0,"12,171","5,524","17,695","4,188",458
QE1,NHS Lancashire And South Cumbria Integrated Care Board,"41,197",0,"31,131","72,328","24,281",0,"29,668","53,949","16,916",0,"1,463","18,379",74.60%,58.90%,-,95.30%,"12,070",0,306,"12,376","5,734","18,110","5,065","2,624"
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,"18,127",0,"5,173","23,300","8,485",0,"5,160","13,645","9,642",0,13,"9,655",58.60%,46.80%,-,99.70%,"5,579",0,0,"5,579","2,242","7,821","2,122",615
QM7,NHS Hertfordshire And West Essex Integrated Care Board,"25,547",0,"21,143","46,690","10,959",0,"20,683","31,642","14,588",0,460,"15,048",67.80%,42.90%,-,97.80%,"8,708",0,36,"8,744","1,238","9,982","2,941",348
QOQ,NHS Humber And North Yorkshire Integrated Care Board,"42,242",355,"22,007","64,604","22,131",355,"20,927","43,413","20,111",0,"1,080","21,191",67.20%,52.40%,100.00%,95.10%,"14,323",0,0,"14,323","4,494","18,817","5,784","2,717"
QJ2,NHS Derby And Derbyshire Integrated Care Board,"27,899",0,"21,528","49,427","15,524",0,"21,150","36,674","12,375",0,378,"12,753",74.20%,55.60%,-,98.20%,"6,835",0,319,"7,154","3,078","10,232","2,981","1,007"
QKS,NHS Kent And Medway Integrated Care Board,"53,194",0,"40,615","93,809","34,095",0,"38,760","72,855","19,099",0,"1,855","20,954",77.70%,64.10%,-,95.40%,"14,340",0,488,"14,828","3,535","18,363","5,576","2,411"
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board","20,840","1,771","14,336","36,947","11,141","1,691","14,326","27,158","9,699",80,10,"9,789",73.50%,53.50%,95.50%,99.90%,"5,709",1,0,"5,710","3,650","9,360","2,944","1,625"
QJM,NHS Lincolnshire Integrated Care Board,"9,784",0,"18,382","28,166","3,167",0,"16,566","19,733","6,617",0,"1,816","8,433",70.10%,32.40%,-,90.10%,"4,349",0,0,"4,349","1,239","5,588","2,110","1,342"
QH8,NHS Mid And South Essex Integrated Care Board,"31,880",0,"1,858","33,738","21,004",0,"1,713","22,717","10,876",0,145,"11,021",67.30%,65.90%,-,92.20%,"8,879",0,185,"9,064","1,210","10,274","3,385",66
QMM,NHS Norfolk And Waveney Integrated Care Board,"24,418",0,"11,523","35,941","13,639",0,"11,509","25,148","10,779",0,14,"10,793",70.00%,55.90%,-,99.90%,"6,655",0,0,"6,655","2,820","9,475","2,560",741
QMJ,NHS North Central London Integrated Care Board,"47,664","5,853","16,305","69,822","27,259","5,833","14,285","47,377","20,405",20,"2,020","22,445",67.90%,57.20%,99.70%,87.60%,"8,076",4,0,"8,080","1,294","9,374","4,469","2,514"
QRV,NHS North West London Integrated Care Board,"50,997","3,733","45,283","100,013","30,381","3,695","44,072","78,148","20,616",38,"1,211","21,865",78.10%,59.60%,99.00%,97.30%,"15,149",1,0,"15,150","2,200","17,350","4,160",905
QPM,NHS Northamptonshire Integrated Care Board,"18,556",574,"11,252","30,382","9,822",559,"11,007","21,388","8,734",15,245,"8,994",70.40%,52.90%,97.40%,97.80%,"3,915",0,0,"3,915","1,575","5,490","2,659","1,087"
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,"25,932","1,769","11,371","39,072","12,366","1,609","9,769","23,744","13,566",160,"1,602","15,328",60.80%,47.70%,91.00%,85.90%,"7,416",0,1,"7,417","4,342","11,759","2,659","1,144"
QKK,NHS South East London Integrated Care Board,"39,789",776,"41,147","81,712","19,251",776,"37,842","57,869","20,538",0,"3,305","23,843",70.80%,48.40%,100.00%,92.00%,"9,159",0,0,"9,159","2,067","11,226","5,095","2,018"
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board","10,129",0,"5,378","15,507","4,128",0,"5,092","9,220","6,001",0,286,"6,287",59.50%,40.80%,-,94.70%,"2,719",0,52,"2,771","2,560","5,331","1,350",957
QSL,NHS Somerset Integrated Care Board,"12,542",0,"8,731","21,273","7,036",0,"8,384","15,420","5,506",0,347,"5,853",72.50%,56.10%,-,96.00%,"3,155",0,0,"3,155","2,104","5,259",963,124
QWE,NHS South West London Integrated Care Board,"42,759",277,"16,411","59,447","26,987",276,"16,064","43,327","15,772",1,347,"16,120",72.90%,63.10%,99.60%,97.90%,"8,055",2,150,"8,207","1,614","9,821","4,218","2,778"
QF7,NHS South Yorkshire Integrated Care Board,"44,421","1,123","12,280","57,824","25,148","1,123","11,900","38,171","19,273",0,380,"19,653",66.00%,56.60%,100.00%,96.90%,"13,967",0,451,"14,418","5,069","19,487","4,601",432
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,"13,561",479,"8,237","22,277","5,822",479,"7,995","14,296","7,739",0,242,"7,981",64.20%,42.90%,100.00%,97.10%,"6,153",0,0,"6,153","3,118","9,271","2,009","1,209"
QJG,NHS Suffolk And North East Essex Integrated Care Board,"21,748",0,"13,570","35,318","11,344",0,"13,213","24,557","10,404",0,357,"10,761",69.50%,52.20%,-,97.40%,"7,908",0,344,"8,252","1,729","9,981","2,850","1,256"
QXU,NHS Surrey Heartlands Integrated Care Board,"27,079",0,"6,302","33,381","16,349",0,"6,028","22,377","10,730",0,274,"11,004",67.00%,60.40%,-,95.70%,"7,930",0,0,"7,930","2,450","10,380","2,731",859
QNX,NHS Sussex Integrated Care Board,"33,163","1,494","27,614","62,271","19,314","1,487","26,863","47,664","13,849",7,751,"14,607",76.50%,58.20%,99.50%,97.30%,"11,453",32,45,"11,530","2,453","13,983","3,443","1,386"
QUA,NHS Black Country Integrated Care Board,"46,668","1,145","29,932","77,745","26,944","1,017","28,474","56,435","19,724",128,"1,458","21,310",72.60%,57.70%,88.80%,95.10%,"16,274",0,0,"16,274","4,189","20,463","7,725","1,342"
QWO,NHS West Yorkshire Integrated Care Board,"64,783",247,"24,287","89,317","40,007",247,"23,737","63,991","24,776",0,550,"25,326",71.60%,61.80%,100.00%,97.70%,"14,310",0,297,"14,607","5,326","19,933","8,113","1,385"
